ST_FIPS,city_name,state,predicted_transparency_score,transparency_score,residual,ranking
3882660,Wahpeton,North Dakota,3.8697451816029513,4,0.13025481839704867,102
2323200,Ellsworth city,Maine,3.867777683883734,4,0.13222231611626611,103
1313097,Douglas County,Georgia,5.863587695280661,6,0.13641230471933863,104
1723620,Elmhurst city,Illinois,5.862800696192974,6,0.1371993038070256,105
2739428,Mahtomedi,Minnesota,3.8626621898137685,4,0.13733781018623148,106
3909246,Brooklyn,Ohio,4.137560971142823,4,0.13756097114282273,107
3428650,Guttenberg,New Jersey,4.138111870504203,4,0.13811187050420326,108
4561405,Rock Hill city,South Carolina,5.861718572447405,6,0.1382814275525952,109
2338740,Lewiston city,Maine,6.138348751769369,6,0.13834875176936912,110
1313275,Thomas County,Georgia,4.138426670139278,4,0.13842667013927823,111
4244952,Lower Macungie township,Pennsylvania,3.8612652664331244,4,0.1387347335668756,112
3945976,Macedonia,Ohio,4.139056269409427,4,0.13905626940942728,113
2638640,Holland,Michigan,5.859672374819419,6,0.14032762518058117,114
4872176,Temple,Texas,5.859672374819419,6,0.14032762518058117,115
1814734,Columbus city,Indiana,5.859259200298383,6,0.14074079970161701,116
4223584,Emmaus,Pennsylvania,4.140866367311108,4,0.1408663673111077,117
2302795,Bangor city,Maine,5.858727975914194,6,0.14127202408580608,118
3482570,Wood-Ridge,New Jersey,3.858727194375334,4,0.14127280562466593,119
2704042,Baxter city,Minnesota,3.8574679958350346,4,0.14253200416496536,120
2829340,Greenwood city,Mississippi,3.8568777465192694,4,0.1431222534807306,121
5564450,Port Washington city,Wisconsin,4.143935663753087,4,0.14393566375308708,122
1837782,Jasper,Indiana,4.146178611152995,4,0.1461786111529948,123
423620,Flagstaff,Arizona,5.85054318540225,6,0.14945681459774995,124
3463360,River Edge borough,New Jersey,4.151018655542269,4,0.151018655542269,125
4575850,West Columbia,South Carolina,3.8483388064178663,4,0.1516611935821337,126
1719161,DeKalb,Illinois,5.847513238914655,6,0.15248676108534465,127
618100,Davis city,California,5.840784396714932,6,0.15921560328506779,128
681344,Upland city,California,6.159912526771992,6,0.15991252677199164,129
3426820,Gloucester City city,New Jersey,4.160147844959438,4,0.1601478449594378,130
1751180,Mount Vernon,Illinois,4.160285569799783,4,0.16028556979978337,131
3620313,Depew village,New York,4.161820218020773,4,0.16182021802077262,132
2637120,Hastings city,Michigan,3.837006019555174,4,0.16299398044482594,133
600562,Alameda,California,6.1630605231227396,6,0.16306052312273955,134
121184,Dothan,Alabama,5.835826302462504,6,0.1641736975374961,135
3659641,Poughkeepsie city,New York,5.83488190355728,6,0.16511809644272013,136
3983622,Westlake,Ohio,5.834331004195899,6,0.16566899580410066,137
1772546,Sterling,Illinois,4.1657748884364,4,0.16577488843639987,138
3956882,North Olmsted,Ohio,5.833465305199443,6,0.16653469480055705,139
5335275,Kennewick city,Washington,6.167192268333096,6,0.1671922683330962,140
5506500,Beloit,Wisconsin,6.167782517648861,6,0.16778251764886143,141
1276582,Weston city,Florida,5.829412259897856,6,0.17058774010214428,142
655856,Parlier,California,3.8288999289519983,4,0.17110007104800173,143
3436810,Keyport borough,New Jersey,3.8283490295906173,4,0.1716509704093827,144
2941168,Lebanon city,Missouri,3.8281129298643113,4,0.1718870701356887,145
670882,Selma,California,4.172228280955433,4,0.17222828095543274,146
649670,Mountain View city,California,6.173055411536364,6,0.17305541153636383,147
1749867,Moline,Illinois,5.8251427898471535,6,0.1748572101528465,148
610046,Camarillo,California,5.824218065919121,6,0.17578193408087905,149
1353060,Moultrie,Georgia,3.820006839261136,4,0.17999316073886407,150
632506,Hawaiian Gardens,California,3.819455939899755,4,0.18054406010024504,151
4021900,Duncan,Oklahoma,4.1805704712849145,4,0.18057047128491455,152
1753559,North Chicago,Illinois,5.1812398112788784,5,0.18123981127887845,153
3977504,Trotwood city,Ohio,5.181279161233263,5,0.18127916123326315,154
3659564,Potsdam village,New York,3.815048745008708,4,0.18495125499129195,155
3422470,Fair Lawn,New Jersey,5.812924629010814,6,0.18707537098918614,156
659892,Red Bluff,California,3.812451648019341,4,0.1875483519806589,157
612552,Cerritos,California,5.188322803068061,5,0.18832280306806126,158
2131114,Glasgow,Kentucky,3.810562850208892,4,0.18943714979110782,159
4832372,Harlingen,Texas,5.810366881975831,6,0.18963311802416882,160
3403250,Barrington borough,New Jersey,3.8081231530370627,4,0.19187684696293728,161
5439460,Huntington city,West Virginia,5.192139748643343,5,0.19213974864334293,162
659444,Rancho Cordova,California,5.8074943353057735,6,0.19250566469422647,163
1745707,McHenry township,Illinois,4.196133378243924,4,0.19613337824392385,164
4826232,Flower Mound,Texas,5.803283890186648,6,0.19671610981335164,165
4862168,Rio Grande City city,Texas,3.802928959058329,4,0.19707104094167116,166
4937170,Hurricane,Utah,3.799544862981275,4,0.20045513701872508,167
3940642,Kirtland,Ohio,3.7989152637111254,4,0.20108473628887458,168
613214,Chino Hills,California,6.201898928100091,6,0.2018989281000909,169
2702908,Austin,Minnesota,5.203866035049879,5,0.2038660350498791,170
3901798,Amherst city,Ohio,4.204613293413751,4,0.20461329341375123,171
4147000,Medford city,Oregon,6.206148723173601,6,0.20614872317360078,172
2712700,Columbia Heights,Minnesota,4.7928951114597504,5,0.20710488854024955,173
655282,Palo Alto,California,5.792816802320411,6,0.20718319767958882,174
2844520,Madison,Mississippi,4.208823738532876,4,0.2088237385328764,175
5537675,Jackson,Wisconsin,3.7900221740202626,4,0.20997782597973735,176
1816804,Danville,Indiana,3.7898450992255333,4,0.21015490077446675,177
1270345,Sweetwater city,Florida,3.7897467243395724,4,0.21025327566042762,178
1216725,Deerfield Beach,Florida,6.210516568110263,6,0.21051656811026298,179
1652120,Meridian,Idaho,6.213428464734705,6,0.21342846473470534,180
3909064,Broadview Heights city,Ohio,4.785339920217956,5,0.21466007978204438,181
683346,Walnut Creek,California,5.783766312812012,6,0.2162336871879882,182
1254200,Palm Coast,Florida,6.216891260720528,6,0.21689126072052822,183
1750621,Morton,Illinois,4.21872025206054,4,0.2187202520605398,184
2021275,Emporia,Kansas,5.21944861698608,5,0.21944861698607987,185
153016,Muscle Shoals city,Alabama,3.7758561904418975,4,0.22414380955810254,186
603666,Baldwin Park,California,6.2251547511412415,6,0.2251547511412415,187
4821628,Duncanville city,Texas,4.774479332807876,5,0.22552066719212416,188
2573440,Watertown,Massachusetts,5.77026927845818,6,0.22973072154182006,189
680854,Tustin,California,6.231057244298893,6,0.23105724429889296,190
5147672,Lynchburg,Virginia,6.232159043021655,6,0.2321590430216549,191
5539650,Kimberly village,Wisconsin,3.7675927000211846,4,0.23240729997881537,192
2139142,Independence city,Kentucky,4.23274851079856,4,0.23274851079855985,193
1801666,Angola city,Indiana,3.766884400842266,4,0.23311559915773383,194
2039075,Leawood,Kansas,5.766491682837283,6,0.23350831716271703,195
1313077,Coweta County,Georgia,5.763520761281265,6,0.23647923871873466,196
673262,South San Francisco,California,5.76247798749008,6,0.23752201250992044,197
2926182,Fulton city,Missouri,3.7618476066810698,4,0.23815239331893023,198
2707966,Brooklyn Park city,Minnesota,6.2405405833055205,6,0.24054058330552053,199
4769560,Soddy-Daisy city,Tennessee,3.7588570101478593,4,0.24114298985214067,200
5510025,Brookfield,Wisconsin,6.242862230614197,6,0.24286223061419676,201
2855760,Pearl city,Mississippi,4.245930745517316,4,0.24593074551731586,202
3958828,Orrville city,Ohio,3.7531906167165134,4,0.24680938328348656,203
4852356,North Richland Hills,Texas,5.751105850673003,6,0.24889414932699694,204
1733383,Harvey city,Illinois,4.750830010222883,5,0.24916998977711735,205
2640000,Huntington Woods,Michigan,3.7494917210043845,4,0.25050827899561545,206
636448,Indio,California,6.2505748216735295,6,0.2505748216735295,207
3660510,Ramapo,New York,5.749315427748515,6,0.250684572251485,208
1243975,Melbourne,Florida,6.2518340202138285,6,0.2518340202138285,209
657456,Pittsburg,California,5.74799720427664,6,0.25200279572336015,210
2743864,Moorhead,Minnesota,6.254273717385658,6,0.25427371738565796,211
3516420,Clovis,New Mexico,4.745006216973999,5,0.2549937830260012,212
137864,Irondale,Alabama,3.7444942767975724,4,0.2555057232024276,213
4218936,Derry township,Pennsylvania,3.7441204522309213,4,0.25587954776907873,214
4738320,Johnson City,Tennessee,5.743590009385593,6,0.25640999061440706,215
3653682,North Tonawanda city,New York,5.742960410115443,6,0.257039589884557,216
4810912,Bryan city,Texas,6.257067564146947,6,0.2570675641469471,217
3936610,Huber Heights,Ohio,6.257106914101332,6,0.2571069141013318,218
3410480,"""Carlstadt",New Jersey,3.7407560311310593,4,0.25924396886894074,219
1267325,South Daytona,Florida,3.7406773312222907,4,0.25932266877770926,220
4827420,Freeport,Texas,3.732689290482268,4,0.26731070951773184,221
1373704,Stockbridge,Georgia,4.267337120702401,4,0.26733712070240134,222
2608760,Blackman charter township,Michigan,3.731764566554236,4,0.26823543344576395,223
3918350,Conneaut,Ohio,4.269147218604081,4,0.26914721860408086,224
5581250,Twin Lakes village,Wisconsin,3.7298954437209795,4,0.2701045562790205,225
1712580,Charleston township,Illinois,3.7291084446332925,4,0.2708915553667075,226
1723724,Elmwood Park,Illinois,4.72727906252385,5,0.27272093747614967,227
4216848,Crafton borough,Pennsylvania,3.726904847187769,4,0.27309515281223096,228
604982,Bellflower,California,6.273397795216452,6,0.2733977952164519,229
2732498,Kasson,Minnesota,3.725330849012395,4,0.2746691509876049,230
1313111,Fannin County,Georgia,3.724504499970324,4,0.27549550002967615,231
1342425,Johns Creek,Georgia,6.277804990107498,6,0.27780499010749793,232
2648000,Litchfield township,Michigan,3.278295692229012,3,0.27829569222901185,233
4875428,Victoria,Texas,5.721554034930358,6,0.2784459650696416,234
3879340,Tower City,North Dakota,3.2784727670237417,3,0.2784727670237417,235
5512575,Carlton,Wisconsin,3.278512116978126,3,0.27851211697812595,236
1311056,Brooks,Georgia,3.2791810662026597,3,0.2791810662026597,237
1754898,Oak Park township,Illinois,4.279260156880859,4,0.27926015688085926,238
5365765,South Cle Elum town,Washington,3.2794958658377347,3,0.27949586583773467,239
1235425,Jay,Florida,3.279535215792119,3,0.27953521579211893,240
5524900,Fairfield,Wisconsin,3.279751640541233,3,0.279751640541233,241
5169168,Round Hill,Virginia,3.279771315518425,3,0.27977131551842493,242
2964550,St. Joseph city,Missouri,6.279851187735485,6,0.2798511877354848,243
3307540,Bridgewater,New Hampshire,3.279869690404386,3,0.2798696904043858,244
3335860,Hill,New Hampshire,3.279987740267539,3,0.27998774026753903,245
5550250,Mazomanie town,Wisconsin,3.2800074152447314,3,0.2800074152447314,246
1307304,Berlin,Georgia,3.2802435149710374,3,0.2802435149710374,247
5514750,Cicero town,Wisconsin,3.2802631899482293,3,0.2802631899482293,248
5507125,Bevent town,Wisconsin,3.280558314606112,3,0.2805583146061119,249
2656320,Muskegon,Michigan,6.280716886731939,6,0.2807168867319394,250
5507025,Berry,Wisconsin,3.2807353894008418,3,0.28073538940084175,251
5559100,Oakland,Wisconsin,3.280912464195571,3,0.28091246419557114,252
5522400,Eau Galle town,Wisconsin,3.2809714891271478,3,0.28097148912714776,253
5524150,Ephraim,Wisconsin,3.281227263830646,3,0.2812272638306461,254
660102,Redwood City,California,6.281228436138937,6,0.281228436138937,255
3364420,Richmond,New Hampshire,3.2812862887622223,3,0.2812862887622223,256
4023500,Elk City,Oklahoma,3.7186807067214405,4,0.28131929327855953,257
3852740,Michigan City,North Dakota,3.281699463283258,3,0.2816994632832581,258
1341400,Irwinton city,Georgia,3.2817388132376424,3,0.2817388132376424,259
2616140,Clarksville,Michigan,3.2818175131464113,3,0.28181751314641135,260
1317552,Colbert city,Georgia,3.2818568631007956,3,0.2818568631007956,261
5545975,Lowell town,Wisconsin,3.2819749129639484,3,0.2819749129639484,262
648816,Montebello,California,5.717933839126998,6,0.2820661608730024,263
4145700,Manzanita,Oregon,3.2820929628271016,3,0.2820929628271016,264
1245225,Micanopy,Florida,3.28217166273587,3,0.28217166273587013,265
4840180,Ladonia town,Texas,3.2826438621884826,3,0.2826438621884826,266
5518475,Dakota,Wisconsin,3.282702887120059,3,0.2827028871200592,267
3358500,Orford,New Hampshire,3.282899636891981,3,0.28289963689198094,268
4761960,Red Bank,Tennessee,3.7170280086372975,4,0.28297199136270246,269
2334190,Howland,Maine,3.2829783368007495,3,0.28297833680074946,270
5543675,Lessor,Wisconsin,3.283411186298977,3,0.2834111862989772,271
4128100,Gaston,Oregon,3.2836276110480913,3,0.2836276110480913,272
4658140,Selby,South Dakota,3.283824360820013,3,0.28382436082001306,273
2459450,Oxford town,Maryland,3.284178510409472,3,0.28417851040947184,274
2463075,Port Deposit,Maryland,3.284257210318241,3,0.2842572103182408,275
2833700,Horn Lake,Mississippi,4.2842576010876705,4,0.2842576010876705,276
5507700,Black Brook,Wisconsin,3.284631034884892,3,0.28463103488489194,277
837600,Hot Sulphur Springs,Colorado,3.2846507098620843,3,0.2846507098620843,278
1300660,Adrian city (pt.),Georgia,3.2846900598164686,3,0.28469005981646855,279
2365865,Sangerville town,Maine,3.284985184474351,3,0.28498518447435117,280
5528975,Gibson town,Wisconsin,3.2850048594515435,3,0.2850048594515435,281
650258,Napa,California,6.285163431577372,6,0.2851634315773719,282
3384900,Wilmot town,New Hampshire,3.285280309132234,3,0.2852803091322338,283
2735378,Lancaster,Minnesota,3.285319659086618,3,0.28531965908661805,284
4115000,Condon,Oregon,3.285398358995387,3,0.285398358995387,285
1924735,Elkhart,Iowa,3.2854377089497713,3,0.2854377089497713,286
2010400,Caney township,Kansas,3.2854377089497713,3,0.2854377089497713,287
5525300,Farmington,Wisconsin,3.2857131586304615,3,0.28571315863046154,288
420750,Duncan town,Arizona,3.2859492583567675,3,0.28594925835676754,289
1275750,Welaka,Florida,3.2861460081286893,3,0.2861460081286893,290
1839438,Kennard,Indiana,3.2863624328778034,3,0.2863624328778034,291
3009475,Bridger town,Montana,3.28642145780938,3,0.28642145780938,292
917240,Cornwall,Connecticut,3.2865001577181485,3,0.2865001577181485,293
5011125,Cabot,Vermont,3.286755932421647,3,0.2867559324216469,294
3769840,Vass,North Carolina,3.286893657261992,3,0.286893657261992,295
146072,Magnolia Springs,Alabama,3.2870117071251452,3,0.28701170712514523,296
1344704,Lake Park,Georgia,3.2874052066689887,3,0.2874052066689887,297
5512075,Calumet,Wisconsin,3.2874839065777572,3,0.28748390657775724,298
5528850,Germantown,Wisconsin,3.2875035815549496,3,0.2875035815549496,299
2757292,St. Marys Point,Minnesota,3.2875232565321415,3,0.2875232565321415,300
3304900,Bennington,New Hampshire,3.2876019564409105,3,0.28760195644091047,301
3327700,Freedom,New Hampshire,3.2878577311444084,3,0.2878577311444084,302
3647020,Middlesex town,New York,3.2879757810075616,3,0.2879757810075616,303
2525730,Gill,Massachusetts,3.2880741558935225,3,0.2880741558935225,304
2671360,Sand Lake village,Michigan,3.2880741558935225,3,0.2880741558935225,305
2677700,Swartz Creek,Michigan,3.711715764795411,4,0.2882842352045891,306
2538715,Marlborough,Massachusetts,6.288429477791272,6,0.28842947779127215,307
5565200,Prairie Lake,Wisconsin,3.288703755163672,3,0.28870375516367197,308
5531100,Greenbush,Wisconsin,3.2887431051180562,3,0.28874310511805623,309
510780,Cammack Village,Arkansas,3.288782455072441,3,0.28878245507244094,310
2028675,Greensburg,Kansas,3.2891366046618997,3,0.2891366046618997,311
3627529,Freeville,New York,3.289254654525053,3,0.28925465452505295,312
2604380,Austin township,Michigan,3.2892743295022453,3,0.2892743295022453,313
1761899,Princeton city,Illinois,3.7106926659814174,4,0.28930733401858255,314
5513237,Cato,Wisconsin,3.289372704388206,3,0.28937270438820617,315
5524675,Excelsior town,Wisconsin,3.2895497791829356,3,0.28954977918293556,316
5347805,Naches,Washington,3.289844903840818,3,0.2898449038408182,317
5583400,Warren town,Wisconsin,3.28986457881801,3,0.2898645788180101,318
1236325,Key Colony Beach,Florida,3.2899236037495867,3,0.2899236037495867,319
1224125,Fort Myers,Florida,5.70998514834136,6,0.2900148516586398,320
132440,Gurley town,Alabama,3.290081003567124,3,0.2900810035671242,321
1960645,Oxford city,Iowa,3.29031710329343,3,0.2903171032934302,322
2379585,Wales town,Maine,3.2903564532478144,3,0.29035645324781445,323
3072625,Superior,Montana,3.290513853065352,3,0.29051385306535193,324
5067000,South Hero,Vermont,3.290651577905697,3,0.29065157790569707,325
4848768,Mission,Texas,6.290790475054333,6,0.2907904750543331,326
2614800,Charlevoix township,Michigan,3.2909270275863878,3,0.2909270275863878,327
1935580,Hazleton city,Iowa,3.2909467025635797,3,0.2909467025635797,328
4570675,Swansea town,South Carolina,3.291104102381117,3,0.29110410238111717,329
3632017,Hannibal village,New York,3.2913205271302313,3,0.29132052713023127,330
1778773,Wapella village,Illinois,3.2914976019249607,3,0.29149760192496066,331
4872824,Thrall,Texas,3.2915763018337296,3,0.2915763018337296,332
2651680,Marion township,Michigan,3.29185175151442,3,0.2918517515144199,333
5583275,Walworth town,Wisconsin,3.2920485012863416,3,0.29204850128634163,334
1709447,Buffalo Grove village,Illinois,5.707860250804605,6,0.2921397491953952,335
3612056,Canaan town,New York,3.292205901103879,3,0.2922059011038791,336
3962988,Plain township,Ohio,4.292284991782077,4,0.29228499178207734,337
4822660,Edinburg,Texas,6.292443173138476,6,0.29244317313847557,338
5568875,Rockland town,Wisconsin,3.292678100556491,3,0.2926781005564911,339
1916860,Council Bluffs,Iowa,5.707309351443224,6,0.29269064855677573,340
2657520,New Lothrop,Michigan,3.2928551753512205,3,0.2928551753512205,341
1345936,Lenox town,Georgia,3.292914200282797,3,0.29291420028279713,342
5503150,Ashford,Wisconsin,3.2929338752599895,3,0.2929338752599895,343
1316796,Clermont town,Georgia,3.292992900191566,3,0.2929929001915661,344
5587650,Winchester town,Wisconsin,3.293248674895064,3,0.293248674895064,345
5378680,Wilbur,Washington,3.293347049781025,3,0.2933470497810249,346
5531725,Grover,Wisconsin,3.293347049781025,3,0.2933470497810249,347
2707714,Bridgewater Township,Minnesota,3.293425749689794,3,0.29342574968979385,348
2771950,Wykoff,Minnesota,3.2935044495985624,3,0.29350444959856237,349
5569850,Roxbury town,Wisconsin,3.2938585991880216,3,0.2938585991880216,350
3459880,Point Pleasant,New Jersey,4.70601041217911,5,0.2939895878208896,351
3655816,Ovid village,New York,3.2940946989143276,3,0.2940946989143276,352
2600380,Addison village,Michigan,3.2942717737090574,3,0.29427177370905744,353
1258025,Pomona Park,Florida,3.294448848503787,3,0.29444884850378683,354
2155596,New Castle,Kentucky,3.294448848503787,3,0.29444884850378683,355
2639180,Hopkins village,Michigan,3.29456689836694,3,0.29456689836694006,356
5567675,Richmond,Wisconsin,3.295235847591474,3,0.2952358475914738,357
5560425,Osceola,Wisconsin,3.295255522568666,3,0.29525552256866616,358
3914030,Chester township,Ohio,3.2953932474090113,3,0.2953932474090113,359
5333000,Ilwaco,Washington,3.2953932474090113,3,0.2953932474090113,360
2039150,Lecompton,Kansas,3.295452272340588,3,0.2954522723405879,361
5585350,West Bend,Wisconsin,5.704397454818782,6,0.2956025451812181,362
5567725,Richmond,Wisconsin,3.2956293471353173,3,0.2956293471353173,363
2713420,Cosmos,Minnesota,3.295786746952855,3,0.2957867469528548,364
5583725,Washington town,Wisconsin,3.295845771884431,3,0.29584577188443095,365
3645920,Maryland,New York,3.2958851218388157,3,0.29588512183881566,366
1331320,Franklin Springs city,Georgia,3.296022846679161,3,0.2960228466791608,367
5540150,Knowlton town,Wisconsin,3.2961408965423136,3,0.29614089654231357,368
2051525,Nortonville city,Kansas,3.296160571519506,3,0.2961605715195059,369
3415640,Cranford township,New Jersey,3.703708049078196,4,0.29629195092180405,370
642202,Lodi city,California,5.703531755822327,6,0.2964682441776727,371
5521100,Dunkirk town,Wisconsin,3.2968295207440397,3,0.2968295207440397,372
1031560,Greenwood,Delaware,3.296849195721232,3,0.29684919572123203,373
4120100,Donald city,Oregon,3.297085295447538,3,0.29708529544753803,374
5561325,Park Ridge village,Wisconsin,3.2972033453106913,3,0.29720334531069126,375
4837252,Jamaica Beach,Texas,3.2972426952650755,3,0.2972426952650755,376
2614720,Charleston township,Michigan,3.297419770059805,3,0.2974197700598049,377
5045550,Monkton,Vermont,3.297518144945766,3,0.2975181449457658,378
5523725,Elmwood Park,Wisconsin,3.2976755447633033,3,0.29767554476330327,379
